excelRow,status,qid,subject,topic,subtopic,selectedCode,selectedPath,confidence,source,score,margin,note
"117","contracts_remedies_questions_batch_002_node_a2_reliance_damages::r5::REM-DAM-RELIANCE-004","20870","Contracts","A2 — Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","45","5","Matched from QBank metadata using explicit legal phrase rule."
"118","presentation_questions_batch_002_A2_burdens::r8::Q07","20902","Evidence","Burden of production and burden of persuasion","","31010102","Presentation of Evidence > General Provisions > Burden of production and burden of persuasion","high","phrase_rule","52","22","Matched from QBank metadata using explicit legal phrase rule."
"119","presentation_questions_batch_002_A2_burdens::r18::Q17","21007","Evidence","Burden of production and burden of persuasion","","31010102","Presentation of Evidence > General Provisions > Burden of production and burden of persuasion","high","phrase_rule","52","20","Matched from QBank metadata using explicit legal phrase rule."
"120","contracts_remedies_questions_batch_006_node_a2_reliance_promissory_estoppel_limits::r10::Q09","21343","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","17","Matched from QBank metadata using explicit legal phrase rule."
"121","contracts_remedies_questions_batch_005_node_a2_reliance_damages::r10::REM-B005-Q09","21549","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","17","Matched from QBank metadata using explicit legal phrase rule."
"122","contracts_remedies_questions_batch_005_node_a2_reliance_damages::r8::REM-B005-Q07","21761","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","12","Matched from QBank metadata using explicit legal phrase rule."
"123","contracts_remedies_questions_batch_006_node_a2_reliance_promissory_estoppel_limits::r2::Q01","21823","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","12","Matched from QBank metadata using explicit legal phrase rule."
"124","contracts_remedies_questions_batch_005_node_a2_reliance_damages::r9::REM-B005-Q08","17848","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","17","Matched from QBank metadata using explicit legal phrase rule."
"125","contracts_remedies_questions_batch_005_node_a2_reliance_damages::r12::REM-B005-Q11","18089","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","17","Matched from QBank metadata using explicit legal phrase rule."
"126","contracts_remedies_questions_batch_006_node_a2_reliance_promissory_estoppel_limits::r6::Q05","18271","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","17","Matched from QBank metadata using explicit legal phrase rule."
"127","presentation_questions_batch_002_A2_burdens::r17::Q16","18835","Evidence","Burden of production and burden of persuasion","","31010102","Presentation of Evidence > General Provisions > Burden of production and burden of persuasion","high","phrase_rule","52","17","Matched from QBank metadata using explicit legal phrase rule."
"128","contracts_remedies_questions_batch_005_node_a2_reliance_damages::r6::REM-B005-Q05","19505","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","17","Matched from QBank metadata using explicit legal phrase rule."
"129","contracts_remedies_questions_batch_005_node_a2_reliance_damages::r3::REM-B005-Q02","20041","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","17","Matched from QBank metadata using explicit legal phrase rule."
"130","contracts_remedies_questions_batch_005_node_a2_reliance_damages::r17::REM-B005-Q16","20284","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","17","Matched from QBank metadata using explicit legal phrase rule."
"131","contracts_remedies_questions_batch_006_node_a2_reliance_promissory_estoppel_limits::r16::Q15","20803","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","17","Matched from QBank metadata using explicit legal phrase rule."
"132","contracts_remedies_questions_batch_006_node_a2_reliance_promissory_estoppel_limits::r19::Q18","20927","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","15","Matched from QBank metadata using explicit legal phrase rule."
"133","contracts_remedies_questions_batch_006_node_a2_reliance_promissory_estoppel_limits::r13::Q12","21258","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","17","Matched from QBank metadata using explicit legal phrase rule."
"134","presentation_questions_batch_002_A2_burdens::r13::Q12","21559","Evidence","Burden of production and burden of persuasion","","31010102","Presentation of Evidence > General Provisions > Burden of production and burden of persuasion","high","phrase_rule","52","25","Matched from QBank metadata using explicit legal phrase rule."
"135","presentation_questions_batch_002_A2_burdens::r7::Q06","21652","Evidence","Burden of production and burden of persuasion","","31010102","Presentation of Evidence > General Provisions > Burden of production and burden of persuasion","high","phrase_rule","52","20","Matched from QBank metadata using explicit legal phrase rule."
"136","contracts_remedies_questions_batch_002_node_a2_reliance_damages::r11::REM-DAM-RELIANCE-010","21695","Contracts","A2 — Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","45","5","Matched from QBank metadata using explicit legal phrase rule."
"137","contracts_remedies_questions_batch_005_node_a2_reliance_damages::r19::REM-B005-Q18","17013","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","17","Matched from QBank metadata using explicit legal phrase rule."
"138","presentation_questions_batch_002_A2_burdens::r19::Q18","17514","Evidence","Burden of production and burden of persuasion","","31010102","Presentation of Evidence > General Provisions > Burden of production and burden of persuasion","high","phrase_rule","52","20","Matched from QBank metadata using explicit legal phrase rule."
"139","presentation_questions_batch_002_A2_burdens::r12::Q11","17567","Evidence","Burden of production and burden of persuasion","","31010102","Presentation of Evidence > General Provisions > Burden of production and burden of persuasion","high","phrase_rule","52","22","Matched from QBank metadata using explicit legal phrase rule."
"140","contracts_remedies_questions_batch_006_node_a2_reliance_promissory_estoppel_limits::r17::Q16","18121","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","17","Matched from QBank metadata using explicit legal phrase rule."
"141","contracts_remedies_questions_batch_005_node_a2_reliance_damages::r16::REM-B005-Q15","18479","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","17","Matched from QBank metadata using explicit legal phrase rule."
"142","contracts_remedies_questions_batch_006_node_a2_reliance_promissory_estoppel_limits::r9::Q08","18667","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","12","Matched from QBank metadata using explicit legal phrase rule."
"143","presentation_questions_batch_002_A2_burdens::r10::Q09","18694","Evidence","Burden of production and burden of persuasion","","31010102","Presentation of Evidence > General Provisions > Burden of production and burden of persuasion","high","phrase_rule","52","22","Matched from QBank metadata using explicit legal phrase rule."
"144","presentation_questions_batch_002_A2_burdens::r3::Q02","18701","Evidence","Burden of production and burden of persuasion","","31010102","Presentation of Evidence > General Provisions > Burden of production and burden of persuasion","high","phrase_rule","52","25","Matched from QBank metadata using explicit legal phrase rule."
"145","contracts_remedies_questions_batch_006_node_a2_reliance_promissory_estoppel_limits::r3::Q02","19766","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","17","Matched from QBank metadata using explicit legal phrase rule."
"146","presentation_questions_batch_026_mixed_presentation_review::r3::Q02","20028","Evidence","Burden of production and burden of persuasion","","31010102","Presentation of Evidence > General Provisions > Burden of production and burden of persuasion","high","phrase_rule","52","20","Matched from QBank metadata using explicit legal phrase rule."
"147","presentation_questions_batch_002_A2_burdens::r16::Q15","20175","Evidence","Burden of production and burden of persuasion","","31010102","Presentation of Evidence > General Provisions > Burden of production and burden of persuasion","high","phrase_rule","52","22","Matched from QBank metadata using explicit legal phrase rule."
"148","contracts_remedies_questions_batch_002_node_a2_reliance_damages::r8::REM-DAM-RELIANCE-007","20277","Contracts","A2 — Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","45","5","Matched from QBank metadata using explicit legal phrase rule."
"149","contracts_remedies_questions_batch_006_node_a2_reliance_promissory_estoppel_limits::r12::Q11","21159","Contracts","Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","57","17","Matched from QBank metadata using explicit legal phrase rule."
"150","contracts_remedies_questions_batch_002_node_a2_reliance_damages::r6::REM-DAM-RELIANCE-005","21500","Contracts","A2 — Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"151","contracts_remedies_questions_batch_002_node_a2_reliance_damages::r10::REM-DAM-RELIANCE-009","21527","Contracts","A2 — Reliance damages","","51060102","Remedies > Damages > Reliance damages","high","phrase_rule","45","5","Matched from QBank metadata using explicit legal phrase rule."
"152","presentation_questions_batch_003_A3_presumptions_inferences::r19::Q18","17015","Evidence","Presumptions and inferences","","31010103","Presentation of Evidence > General Provisions > Presumptions and inferences","high","phrase_rule","49","22","Matched from QBank metadata using explicit legal phrase rule."
